Date,Sleep_Duration,Mood_Score,Caffeine_Intake_mg,Exercise_Minutes,Screen_Time_Hours,Stress_Level,Water_Intake_Liters,Alcohol_Consumed,Journaled
2024-07-13,6.368523278769605,,41.0,58.0,,6.0,2.4142956310376107,Yes,No
2024-07-14,7.434662285344619,2.0,353.0,32.0,7.7810451432021175,1.0,2.5215632882433052,No,No
2024-07-15,10.113101197968158,5.0,108.0,61.0,4.459646558512051,1.0,2.4101559269841855,Yes,No
2024-07-16,8.306687055147538,4.0,50.0,49.0,6.885692343465459,9.0,2.086378846298425,No,
,6.510964701748239,3.0,249.0,,7.220697959828586,10.0,2.7017603912417067,No,No
2024-07-18,8.801820883245917,7.0,340.0,104.0,7.166546486932433,6.0,1.8535693082107163,No,Yes
2024-07-19,6.387886940467673,6.0,382.0,18.0,3.867186514075029,10.0,1.6887037796332036,No,Yes
2024-07-20,3.942813197233219,7.0,20.0,85.0,3.8415996845573526,8.0,2.9966753195085083,No,Yes
2024-07-21,5.487870533623894,5.0,,68.0,4.55005340142337,7.0,2.932425124661099,Yes,Yes
2024-07-22,4.193812118461216,6.0,138.0,65.0,6.272474750757851,,1.5846768635237534,,Yes
2024-07-23,6.4727297739380365,5.0,358.0,93.0,3.9786094604916746,4.0,1.2193114674972763,Yes,No
2024-07-24,7.027627568784328,7.0,,46.0,4.761475052819504,7.0,,Yes,Yes
2024-07-25,9.514655968412924,2.0,384.0,38.0,5.5471876326789,9.0,2.4101907038687616,No,Yes
2024-07-26,7.490391060646244,,91.0,67.0,3.190216147904267,10.0,3.308044702335854,,No
2024-07-27,6.6713492067867035,6.0,,,3.0637834233417647,10.0,2.393078802531236,No,No
2024-07-28,8.244108371775233,6.0,124.0,12.0,4.683472237192019,7.0,1.9614472658903779,Yes,Yes
2024-07-29,3.683297036488172,5.0,396.0,,4.948357629903283,1.0,2.604010360358142,Yes,Yes
,7.353421837162849,10.0,,53.0,5.867770960003286,10.0,2.4201887193252936,No,No
2024-07-31,8.15629779083045,7.0,353.0,6.0,6.343773149903112,9.0,1.5332948847829015,No,Yes
2024-08-01,4.782120631330238,10.0,138.0,,2.8018743588567028,4.0,1.5374559805569024,No,
2024-08-02,8.715631064810394,8.0,272.0,86.0,,,,No,Yes
2024-08-03,7.5077446112416215,7.0,98.0,13.0,3.0584954248737963,4.0,4.235896074435556,Yes,No
2024-08-04,6.377068129148798,5.0,251.0,86.0,7.824894803182843,4.0,3.101987008191529,No,Yes
2024-08-05,7.949172799159427,1.0,337.0,18.0,4.759458819594929,10.0,2.0843987590252464,Yes,Yes
2024-08-06,10.406039286706594,,103.0,53.0,5.032258590490042,,3.275786775980252,Yes,No
2024-08-07,7.272799382587743,10.0,,92.0,5.115548728027026,1.0,2.1023605986369747,Yes,No
2024-08-08,7.372330879450504,2.0,248.0,119.0,3.5686599725647214,10.0,3.2526262778816104,Yes,No
2024-08-09,6.310958650689634,5.0,151.0,19.0,8.128539037892061,1.0,2.556214519948618,Yes,Yes
2024-08-10,5.725233445802813,5.0,249.0,28.0,5.822053309637456,8.0,2.0388041251418922,Yes,No
2024-08-11,8.245503724816368,,274.0,23.0,5.079181059555898,,2.975874242080279,No,Yes
2024-08-12,5.715874261136699,5.0,164.0,81.0,2.789487157698868,10.0,2.5962637009065794,Yes,No
2024-08-13,7.107349355829089,4.0,340.0,62.0,2.6761350166875104,5.0,2.778787440525528,Yes,Yes
2024-08-14,6.283513829852325,1.0,7.0,,4.382184936788463,4.0,2.650854916228876,Yes,No
2024-08-15,,3.0,283.0,104.0,3.6000164128563403,8.0,2.6435103410096494,No,
2024-08-16,7.500493157930422,1.0,4.0,,2.8651113089068962,2.0,3.0603877216607214,,Yes
2024-08-17,8.556309916386848,5.0,144.0,7.0,4.258083960856889,10.0,4.308664794172367,Yes,No
2024-08-18,,4.0,100.0,89.0,4.5671439434482215,9.0,3.3741543303846906,No,No
2024-08-19,6.595187597059943,7.0,163.0,61.0,5.2835708409205395,7.0,2.653751612198132,,Yes
2024-08-20,5.5318544263265395,5.0,373.0,28.0,3.992161057251474,7.0,2.2825751595702988,No,No
2024-08-21,,10.0,146.0,73.0,,1.0,2.3594855573986058,Yes,
2024-08-22,7.5659507395672785,4.0,63.0,16.0,,2.0,,No,No
2024-08-23,8.135482924968027,2.0,90.0,65.0,7.425945458452375,4.0,2.9651804797872514,,No
2024-08-24,5.616752013733562,4.0,116.0,,2.4964846272765153,4.0,,No,Yes
2024-08-25,8.30440888015849,2.0,353.0,57.0,5.72636459658254,3.0,2.2392819815655156,Yes,No
2024-08-26,9.033456788207427,8.0,266.0,68.0,,7.0,,Yes,No
2024-08-27,7.620152354835551,3.0,309.0,27.0,4.757449048328662,8.0,2.333872287342432,,Yes
2024-08-28,9.815193718837099,9.0,172.0,61.0,8.535658116810357,2.0,2.155398406629523,No,
2024-08-29,5.839316201344641,4.0,46.0,40.0,6.003437986055398,4.0,1.6617635197260499,No,
2024-08-30,5.133017945032874,6.0,139.0,68.0,8.685806096609301,,3.343728712613368,Yes,
2024-08-31,4.331919626643582,10.0,245.0,81.0,3.6978719961702553,2.0,1.9167446941829849,No,No
2024-09-01,9.244066467233775,5.0,148.0,89.0,3.732109180213163,6.0,,,No
2024-09-02,7.9815484845310865,10.0,245.0,83.0,6.05507431736003,,1.245789406116297,Yes,
2024-09-03,6.916622993634317,1.0,394.0,40.0,,6.0,2.48609726653447,Yes,Yes
2024-09-04,7.419952939479731,9.0,4.0,48.0,8.371330849784036,,2.2666935795469088,Yes,Yes
2024-09-05,,1.0,183.0,90.0,5.683400767261874,4.0,2.627300541877889,No,Yes
,10.66862796942524,8.0,19.0,48.0,2.9108515602865688,6.0,1.6777578261296986,No,Yes
2024-09-07,7.193831772962842,9.0,45.0,75.0,1.5263671829119487,5.0,,No,Yes
2024-09-08,7.164092191907339,,11.0,70.0,4.843522815313471,3.0,,Yes,No
2024-09-09,8.088649935848037,1.0,69.0,2.0,,8.0,2.435475750012316,No,No
2024-09-10,7.7215138476050695,2.0,16.0,9.0,5.627531846616775,7.0,2.5808417981977088,,Yes
2024-09-11,7.335826036418697,1.0,370.0,97.0,7.421381147511806,3.0,2.5404418046942596,Yes,No
2024-09-12,,10.0,,88.0,7.158226607987855,,2.6104284098121875,Yes,No
2024-09-13,7.707202535703994,2.0,153.0,34.0,3.8421979353271345,4.0,,Yes,No
2024-09-14,9.82303674471255,10.0,303.0,79.0,2.4123611963911573,5.0,3.4272890934811353,Yes,
2024-09-15,9.018130069232466,8.0,,,2.531757729981859,5.0,2.3910744501809416,Yes,Yes
2024-09-16,9.389779939959094,5.0,235.0,23.0,3.526396589357243,,1.8225101554022705,No,No
2024-09-17,6.233176485353223,7.0,307.0,73.0,4.266536903921962,5.0,2.8925020976049294,No,No
2024-09-18,5.5155927696121285,2.0,351.0,37.0,5.610124277930334,3.0,2.303832430679066,No,Yes
2024-09-19,6.8113196198505275,8.0,69.0,21.0,3.3980648062080405,10.0,3.3852337981355256,No,Yes
2024-09-20,7.083587368433042,6.0,182.0,25.0,5.560783942226629,5.0,2.0786233699395122,Yes,
2024-09-21,8.641287277706423,8.0,,,5.724080291718104,7.0,1.8993923779570534,,Yes
2024-09-22,4.461303055427771,1.0,227.0,54.0,5.286687765191779,5.0,2.6006556256668736,No,No
2024-09-23,9.29432547919092,1.0,101.0,38.0,2.74275400597461,5.0,1.2817075461341054,No,Yes
2024-09-24,6.762988152131516,7.0,,90.0,5.935653450471916,9.0,2.172799900369202,No,No
2024-09-25,6.35967839507887,,215.0,28.0,9.162539257533446,3.0,2.269111596374156,,No
2024-09-26,5.481843437109749,,398.0,,5.491793653825809,6.0,2.6543306245408775,No,Yes
,4.517714992201346,5.0,202.0,101.0,,1.0,1.8026095326108607,No,Yes
2024-09-28,8.234755875942872,1.0,191.0,19.0,7.481759144093806,10.0,1.884349669412434,No,Yes
,7.109976950782606,7.0,248.0,90.0,3.594504446601227,5.0,3.30983958348748,,Yes
,5.065058650388419,5.0,241.0,40.0,9.531425380991385,8.0,2.4905769817900434,Yes,Yes
2024-10-01,5.057381841904576,8.0,178.0,53.0,5.232726902731921,5.0,3.1052460287320724,Yes,Yes
2024-10-02,,8.0,218.0,19.0,1.6305986120283489,9.0,2.120748819031576,Yes,No
2024-10-03,9.503532287934089,9.0,81.0,107.0,0.8706050200824951,6.0,2.461884326305387,Yes,No
2024-10-04,6.610612972954593,7.0,91.0,18.0,8.079481525351756,8.0,2.6501740989204494,No,No
2024-10-05,4.7452855703228405,1.0,174.0,,7.211809971834545,,3.7232884353362845,Yes,No
2024-10-06,6.631385403871084,3.0,238.0,98.0,9.45203777153338,,2.347667273879963,No,Yes
2024-10-07,6.590914645378494,8.0,259.0,110.0,5.021848971147111,3.0,2.3836117743957352,,Yes
2024-10-08,2.9546700355876423,3.0,390.0,,4.886940233240639,7.0,3.2687071194157165,,No
2024-10-09,6.918557700223282,8.0,364.0,,4.234562415682885,7.0,2.234131993060439,No,No
2024-10-10,6.653598204686983,1.0,162.0,52.0,3.6834195174815587,10.0,2.6992404341709277,,No
2024-10-11,8.044309547220127,5.0,47.0,33.0,,6.0,3.207671444493322,Yes,Yes
2024-10-12,9.773434142418019,4.0,328.0,21.0,5.434926664648059,7.0,2.0969106898107417,No,Yes
2024-10-13,8.689847544321637,5.0,327.0,66.0,3.3121984261757964,2.0,2.7383237125385596,No,Yes
2024-10-14,6.596666964167754,8.0,115.0,5.0,1.6614213062520329,9.0,3.7218854971015087,No,No
2024-10-15,5.340211136887494,10.0,,78.0,5.3197532680283555,,3.144922634186707,Yes,No
2024-10-16,10.86003970487479,4.0,336.0,26.0,3.267608802613136,10.0,2.699453148779368,Yes,Yes
2024-10-17,7.088827651021733,,,9.0,-1.478875449880138,1.0,,No,Yes
2024-10-18,7.0208939378694195,3.0,224.0,72.0,6.105134781314022,1.0,2.0769772031076132,Yes,No
2024-10-19,6.963812369334995,7.0,351.0,96.0,2.7838819237659433,3.0,1.8082698537349349,No,
2024-10-20,,,327.0,,6.323578909381469,3.0,3.5567367719759746,Yes,
,6.783459382114087,3.0,146.0,47.0,,1.0,3.420829731759,Yes,No
2024-10-22,6.139506989679646,10.0,62.0,69.0,5.567180023045665,7.0,2.0400198657215958,Yes,Yes
2024-10-23,6.179711588139412,5.0,293.0,104.0,9.993635680712991,,2.7363808986546974,Yes,Yes
2024-10-24,6.950870094676002,5.0,322.0,58.0,4.723896300055245,10.0,2.5779285489544175,Yes,No
2024-10-25,6.184862843299353,6.0,324.0,99.0,4.428720865002823,2.0,3.3290908229268514,,No
2024-10-26,5.930731325984254,8.0,12.0,58.0,6.367344842833834,10.0,2.767960838810945,No,No
2024-10-27,7.159645341537845,10.0,188.0,1.0,4.8891052757724145,5.0,2.4840268674887565,Yes,Yes
2024-10-28,6.617534173868717,6.0,286.0,,7.320987074788018,6.0,2.1208200783930238,No,No
2024-10-29,9.255989482874032,,207.0,,2.4623881848489555,,2.7386074915880787,No,No
2024-10-30,3.023545287410482,8.0,113.0,64.0,2.49565110507132,4.0,2.256272200326166,Yes,Yes
2024-10-31,8.637260277883692,8.0,,82.0,6.531618982652435,2.0,2.654479461590889,No,Yes
,8.869127788746443,9.0,,25.0,2.670378121322793,5.0,2.44682024437918,Yes,No
2024-11-02,3.889914651387776,9.0,213.0,88.0,6.218197212885428,3.0,2.2392556840908973,,
2024-11-03,6.485968608879476,2.0,170.0,9.0,5.740005692420731,2.0,1.8190814584577266,,Yes
2024-11-04,6.442838701006313,,322.0,52.0,3.611023427944674,1.0,2.8599366769231107,No,Yes
2024-11-05,,3.0,53.0,78.0,,10.0,,No,No
2024-11-06,5.833274968613687,1.0,393.0,58.0,2.530815108431521,,3.7511945988264994,No,No
,5.334136231801256,4.0,297.0,,3.000200147472599,6.0,1.7773586131356738,,Yes
2024-11-08,9.628405665135434,4.0,319.0,50.0,4.5256245231758685,8.0,2.9377087345630937,,Yes
2024-11-09,8.403517589721192,9.0,125.0,47.0,,3.0,2.442147472381351,Yes,Yes
2024-11-10,8.907332642491237,,276.0,20.0,4.392722926024285,9.0,3.9698308788285903,Yes,No
2024-11-11,8.082508096064853,9.0,203.0,119.0,,9.0,2.8842803419430267,Yes,Yes
2024-11-12,5.306422343174156,10.0,193.0,21.0,5.776932830096582,2.0,2.727282007144559,Yes,Yes
2024-11-13,6.21321960058034,7.0,168.0,99.0,8.058733616696289,8.0,2.4439282955183264,No,No
2024-11-14,,2.0,151.0,97.0,4.809429305709991,10.0,2.0078152617340663,No,Yes
2024-11-15,5.166808286662082,10.0,34.0,29.0,7.389126862368258,5.0,2.717974954848651,No,No
2024-11-16,8.069497645258583,5.0,183.0,24.0,6.841451025787786,4.0,1.5323881736042668,Yes,
2024-11-17,6.639511902762798,4.0,285.0,108.0,9.587954566586296,10.0,1.5646011379905205,Yes,
2024-11-18,6.437768788675604,8.0,56.0,27.0,4.745483960195451,5.0,3.2087069057806468,Yes,Yes
2024-11-19,8.066439952305238,2.0,221.0,64.0,4.1592825570940235,4.0,1.2665131026691545,No,Yes
2024-11-20,7.66639496722906,6.0,302.0,112.0,7.515388444487466,8.0,2.276298509196414,Yes,No
2024-11-21,6.45855075127138,5.0,162.0,44.0,5.770865143482524,4.0,1.765611456118729,No,Yes
2024-11-22,8.738994705046371,2.0,18.0,67.0,,10.0,,Yes,No
,5.378405008600154,10.0,369.0,6.0,6.433597595979,6.0,2.629181711637542,No,Yes
2024-11-24,7.923903410416395,1.0,263.0,48.0,0.7864758172010085,2.0,3.1891887036749207,Yes,No
2024-11-25,7.889651886952576,8.0,281.0,8.0,,5.0,3.3523435128129044,No,
2024-11-26,,2.0,112.0,35.0,5.622431795902979,6.0,1.8567327465888246,Yes,Yes
,7.489199533363177,7.0,,82.0,5.266213804927926,5.0,2.173826644361265,,Yes
2024-11-28,5.123329635422046,,29.0,0.0,4.735513891753234,2.0,5.336785085548369,No,Yes
2024-11-29,8.386040528810351,9.0,134.0,9.0,1.8157129444113442,7.0,2.3249897198452465,No,Yes
2024-11-30,6.722646795335517,8.0,66.0,35.0,6.748353834476646,4.0,1.8824524428028666,Yes,No
2024-12-01,6.215915469221441,10.0,64.0,72.0,5.747536856186989,8.0,1.998939466080993,No,No
2024-12-02,8.573513838755334,9.0,291.0,108.0,7.203913394794848,7.0,2.3291020585834685,Yes,Yes
2024-12-03,5.943484464185861,2.0,24.0,45.0,1.9224889514494938,7.0,2.2250838460480784,No,Yes
2024-12-04,4.88730805545466,6.0,36.0,105.0,6.014268979090537,9.0,2.3359409137635914,Yes,No
2024-12-05,4.665056239714144,4.0,,31.0,4.530681324906874,1.0,2.485001412391405,No,Yes
,,4.0,398.0,31.0,5.287576019851059,,2.4801144963947848,Yes,Yes
2024-12-07,5.079355971255575,5.0,36.0,5.0,4.553680731638218,6.0,,Yes,Yes
2024-12-08,9.632191272976547,3.0,140.0,47.0,6.0872158549602595,6.0,2.758531714809292,Yes,Yes
2024-12-09,3.877105888174417,1.0,231.0,37.0,4.674253758016841,6.0,2.5847328649164787,No,No
2024-12-10,9.544684552435058,8.0,135.0,,2.8961701498886216,6.0,,Yes,No
2024-12-11,,5.0,388.0,73.0,5.1728508375723825,10.0,1.2998821623923902,No,Yes
2024-12-12,6.854930332194411,3.0,187.0,113.0,4.571650925728999,,2.6097909705840348,No,No
2024-12-13,,10.0,127.0,26.0,4.833212757742233,10.0,1.1100825788685886,No,Yes
,7.598704171528106,7.0,200.0,53.0,-1.3756229520802865,6.0,,Yes,Yes
,6.943547946362727,7.0,126.0,49.0,6.365272167137411,1.0,2.960555404927153,No,Yes
2024-12-16,8.654952823024782,1.0,256.0,34.0,4.370672765306439,3.0,3.2320454061216557,No,
2024-12-17,7.17134147299306,9.0,163.0,115.0,2.3036928519634685,2.0,2.7341220448679033,,No
2024-12-18,,2.0,34.0,84.0,6.845127033696284,6.0,2.9727735147050924,Yes,No
2024-12-19,6.454581681679216,5.0,193.0,24.0,6.272731455505861,,2.2906965265422783,No,No
2024-12-20,6.914581564418399,5.0,190.0,27.0,4.345359607450288,3.0,2.1435825610525265,No,No
2024-12-21,7.461702653338088,8.0,103.0,110.0,2.6956612409599625,10.0,4.384930713766608,No,Yes
2024-12-22,4.434747411015062,8.0,22.0,14.0,5.356061469358744,8.0,3.0790122183056474,,Yes
2024-12-23,4.9777218668414305,7.0,264.0,3.0,5.246212169175219,8.0,1.6789113039742247,Yes,No
2024-12-24,8.114896141034073,,289.0,92.0,6.848668565983564,5.0,1.2857352549269065,Yes,
2024-12-25,7.256298157191913,6.0,383.0,72.0,4.112528970279019,8.0,2.1744513856554972,,No
2024-12-26,6.724024995470981,,259.0,26.0,7.389844269729992,6.0,3.3343079544160656,No,Yes
2024-12-27,7.02765089959809,9.0,357.0,25.0,3.9194939933284654,5.0,2.5341174078201374,No,No
2024-12-28,7.521372558042507,6.0,74.0,18.0,2.308336430915156,9.0,0.9431861243471003,No,Yes
2024-12-29,,,354.0,119.0,,,2.3758946037670645,Yes,Yes
2024-12-30,5.832542911896531,2.0,71.0,91.0,4.875176921728769,8.0,2.498318914826014,Yes,No
,7.293767882646522,5.0,258.0,16.0,4.868970981882535,,0.8090328343741637,,Yes
2025-01-01,5.532440833577452,4.0,397.0,,5.655722281501552,2.0,2.516916306435133,Yes,Yes
2025-01-02,7.612379133571707,2.0,187.0,40.0,4.819251937763117,8.0,1.7906423946860732,No,No
2025-01-03,4.44612459364324,3.0,172.0,41.0,6.954637032128659,9.0,,No,Yes
2025-01-04,8.543733455988466,7.0,289.0,49.0,4.4778118030748475,4.0,3.623155306115781,Yes,No
2025-01-05,7.708896223619565,8.0,44.0,83.0,1.0074474702571679,10.0,1.7596784594505506,Yes,Yes
,,,,108.0,4.757806623068412,10.0,2.032900685180603,,No
2025-01-07,,5.0,82.0,39.0,0.9864426244670375,9.0,2.0235919797533253,,No
2025-01-08,9.498211666693866,,122.0,38.0,,4.0,2.501567125647012,No,
2025-01-09,8.521555097527196,8.0,357.0,112.0,7.114385997969832,10.0,3.7364174249391118,No,
2025-01-10,4.238688653002532,3.0,15.0,116.0,3.0275510274349617,10.0,1.6626691908348479,No,Yes
2025-01-11,5.080634549896448,6.0,65.0,22.0,7.837113372783701,,2.2852375398859834,Yes,
2025-01-12,6.062772133456482,3.0,,110.0,6.685662489456862,9.0,2.584603315318479,,No
2025-01-13,7.039136575316251,7.0,374.0,95.0,7.412960310830109,7.0,1.891845776988346,No,
2025-01-14,7.776488530703684,7.0,161.0,51.0,5.379127712869262,2.0,2.2739795167949755,No,No
2025-01-15,5.911384280269802,,233.0,46.0,3.014469648496359,,2.91614986472469,Yes,Yes
2025-01-16,7.280150146715617,5.0,379.0,62.0,6.561630855628275,,1.9710065093054552,No,Yes
,5.866925601470016,8.0,143.0,96.0,3.75079818646332,8.0,2.2629502438888744,Yes,No
2025-01-18,6.082723295512078,10.0,357.0,109.0,5.235769012206711,7.0,2.1980522511564997,Yes,Yes
2025-01-19,4.890008354727667,10.0,187.0,68.0,4.6572980143927625,7.0,2.427335323205964,Yes,Yes
2025-01-20,,8.0,321.0,42.0,7.249391713593791,8.0,2.6702062002362696,,Yes
2025-01-21,4.9724730915755,1.0,12.0,,6.460654011846659,,2.910592537674815,No,Yes
2025-01-22,5.536190120534001,5.0,183.0,33.0,,5.0,3.8562880113736364,No,Yes
2025-01-23,8.580462694911759,3.0,110.0,39.0,1.0967856129196942,,0.6390664977020519,Yes,Yes
2025-01-24,5.5759016667520855,1.0,289.0,74.0,3.729545066941598,,2.382826062556191,No,Yes
2025-01-25,10.948573097256087,4.0,294.0,60.0,6.408444578968834,1.0,1.544894749430465,No,Yes
2025-01-26,7.739976851321334,8.0,391.0,49.0,5.560220522093169,5.0,2.230240999544367,No,No
,7.2772541855423105,3.0,214.0,66.0,1.993556131174277,2.0,3.1166071314858543,No,Yes
2025-01-28,5.7124633297281795,10.0,119.0,61.0,1.3868240550622217,4.0,3.3384547654996646,Yes,Yes
2025-01-29,8.050464819113486,2.0,381.0,57.0,5.391018300314913,3.0,3.371300203772886,No,
2025-01-30,6.136543260643339,9.0,54.0,32.0,2.885885664568448,3.0,3.3647047603952966,Yes,No
2025-01-31,7.183014721968042,10.0,26.0,,3.078407078324846,2.0,2.3782454498657004,Yes,No
2025-02-01,10.840126807403191,,,15.0,6.345215457565308,6.0,3.478971192295014,No,Yes
2025-02-02,6.855910150413025,7.0,220.0,81.0,7.404477560831348,2.0,3.61779485622409,Yes,No
2025-02-03,8.723909989428513,2.0,,93.0,3.498595945927403,8.0,2.597160318179057,No,No
2025-02-04,5.945235362311169,9.0,52.0,47.0,4.910479384775653,8.0,,No,Yes
2025-02-05,6.947517264254557,9.0,294.0,118.0,,5.0,2.5288659129616047,Yes,
2025-02-06,,4.0,,9.0,4.671591790606967,10.0,,No,No
2025-02-07,6.059549413318349,4.0,232.0,81.0,,7.0,2.3868357338455093,Yes,No
2025-02-08,9.718672836995394,6.0,157.0,37.0,6.512997855680313,4.0,2.0733356628147708,Yes,Yes
2025-02-09,8.061627903183213,10.0,268.0,18.0,3.652151306540809,1.0,1.7160059988098686,No,Yes
2025-02-10,,10.0,20.0,35.0,1.949444930967867,2.0,2.3784596767336446,No,Yes
2025-02-11,7.948611608583281,,52.0,58.0,8.38001986720752,10.0,2.5590717360298116,No,Yes
2025-02-12,8.458831674440095,6.0,274.0,62.0,7.178843848980101,10.0,1.8379031370368324,Yes,
2025-02-13,7.932714943325795,1.0,312.0,76.0,2.792724257501204,4.0,2.324924078703039,No,No
2025-02-14,4.644662920164315,9.0,280.0,,5.271264017551907,1.0,2.1314154834054637,Yes,Yes
2025-02-15,5.9092942362626975,2.0,213.0,45.0,7.021404329172221,8.0,1.7461171175686439,Yes,Yes
2025-02-16,6.628722046672743,,30.0,2.0,6.498087889052078,9.0,3.2251192630875085,No,
2025-02-17,6.88834985634993,9.0,336.0,73.0,5.924026619858569,4.0,3.348332522174049,No,
2025-02-18,7.9310081463260165,4.0,182.0,101.0,4.659546216816512,,3.222002874804616,No,Yes
2025-02-19,7.2665515013998805,3.0,22.0,64.0,8.454607850123915,3.0,2.4410909465649504,Yes,No
2025-02-20,4.996983461934848,7.0,31.0,,5.44171774491892,2.0,2.4843320362256893,No,Yes
2025-02-21,7.570296776508945,6.0,73.0,119.0,3.970081481358619,5.0,1.755778650982455,Yes,No
2025-02-22,7.915878617925735,8.0,9.0,,6.7421514576911905,,2.7902430266689366,No,Yes
,7.83968567189656,3.0,53.0,109.0,5.19211728390284,,,No,No
2025-02-24,8.621171088331932,5.0,51.0,7.0,5.699595454507245,7.0,4.490763177567976,Yes,No
2025-02-25,8.250883231823355,10.0,147.0,,5.406298403182415,6.0,3.26097165341102,Yes,Yes
2025-02-26,7.688770118842655,4.0,,109.0,5.99355114753382,1.0,2.720671448599598,No,Yes
2025-02-27,6.894751432812029,4.0,369.0,105.0,3.043087493201586,8.0,2.4708734823046727,,Yes
2025-02-28,4.508558599726013,4.0,13.0,80.0,2.0977872256599834,2.0,3.200914575954058,No,Yes
2025-03-01,7.644427328698879,,177.0,72.0,7.868265446467168,5.0,1.8589829307336347,No,
2025-03-02,7.311531530744666,8.0,365.0,5.0,5.499169123578339,9.0,3.297746468409822,No,No
2025-03-03,7.4073682557930605,6.0,52.0,,6.541694554817157,8.0,1.7389995498338906,Yes,Yes
2025-03-04,5.084877136269536,,334.0,88.0,1.4804815596447476,2.0,2.106933299949688,Yes,Yes
2025-03-05,5.378415189387606,10.0,21.0,38.0,,9.0,1.2132743504168786,Yes,No
2025-03-06,,5.0,29.0,112.0,3.9570287092884646,5.0,2.9298533561343643,Yes,
2025-03-07,6.940667269215018,6.0,190.0,59.0,3.387563666381911,10.0,2.6749503183842327,No,No
2025-03-08,8.022251046058937,5.0,259.0,27.0,4.873253664736027,6.0,2.1069618826637835,Yes,Yes
2025-03-09,,6.0,204.0,,3.0440395789149504,3.0,,Yes,No
2025-03-10,7.044634209243617,8.0,58.0,,4.996536603548786,3.0,3.465105558690047,Yes,Yes
2025-03-11,8.407425708963997,7.0,263.0,36.0,4.727323305971027,10.0,2.406477243677781,No,No
2025-03-12,6.225932907673939,5.0,11.0,8.0,7.120791810467765,8.0,1.962893237835597,Yes,No
2025-03-13,7.144181165411475,10.0,,81.0,8.02668900427894,10.0,3.845353074532617,No,Yes
2025-03-14,6.306587066942436,6.0,289.0,55.0,,10.0,2.0400559566008014,Yes,Yes
2025-03-15,6.348255658851526,4.0,337.0,58.0,0.4709700412077673,2.0,3.29703195001765,No,
2025-03-16,6.536241814797041,,247.0,84.0,3.1296663403134297,2.0,1.6943066051925986,Yes,No
2025-03-17,7.333200657450569,4.0,353.0,1.0,0.4502264723552756,5.0,2.251537638855119,,No
2025-03-18,6.281877067504784,1.0,,60.0,2.6129154511299384,6.0,2.8516038577676706,Yes,No
2025-03-19,8.883634188360281,7.0,74.0,,3.7009635781923373,2.0,2.4595141352771823,No,Yes
2025-03-20,5.658089046670744,7.0,360.0,106.0,5.821123230453887,5.0,2.670634115059137,No,Yes
2025-03-21,6.719692533757962,4.0,203.0,59.0,3.960133531014919,7.0,2.122815607783197,Yes,No
,6.340403412588738,3.0,48.0,101.0,4.015859858102709,10.0,1.3815426936702841,No,Yes
2025-03-23,9.1704668265306,8.0,78.0,39.0,5.3635293663995265,10.0,3.5259034690552973,No,No
2025-03-24,7.294832164767362,5.0,240.0,35.0,1.5813807095843782,8.0,2.1655201358381517,Yes,Yes
2025-03-25,8.547766809202953,10.0,348.0,113.0,3.3228136940722726,7.0,2.7023087188726373,Yes,Yes
,4.771659440444542,7.0,153.0,106.0,3.9928867483652546,8.0,2.991370244142628,No,No
2025-03-27,7.4005753988038885,4.0,273.0,36.0,4.595196022737312,9.0,,Yes,Yes
2025-03-28,8.334446193435156,4.0,95.0,78.0,5.15390798045109,5.0,2.0039861131432493,Yes,Yes
2025-03-29,7.123425983913136,8.0,213.0,91.0,8.001299579466084,5.0,3.3118354733662403,Yes,Yes
2025-03-30,8.598220562598026,8.0,293.0,17.0,6.816672322162189,10.0,2.859575422517408,No,Yes
,6.224067324849441,2.0,208.0,97.0,3.4613799510161307,4.0,2.63914155524166,No,Yes
,9.11402116027837,2.0,342.0,62.0,4.477341881097065,9.0,2.6229093625101227,No,No
2025-04-02,10.448347185428876,3.0,87.0,21.0,4.3411217258157535,5.0,3.67758364097994,No,Yes
2025-04-03,,3.0,305.0,10.0,3.9716949669585127,2.0,1.9889564465227956,No,No
2025-04-04,,1.0,263.0,57.0,5.545031651641819,10.0,2.790679079857423,,Yes
2025-04-05,9.180076715676552,3.0,389.0,,1.2804408940581835,8.0,,No,Yes
2025-04-06,9.36935821859607,6.0,324.0,76.0,6.761428776012968,7.0,1.1445859355619978,,No
2025-04-07,6.2157099592700975,8.0,376.0,3.0,8.387101581430711,8.0,1.1260858325959835,No,No
2025-04-08,6.369719774356215,,319.0,85.0,4.460318918656366,3.0,1.7897545375163006,No,
2025-04-09,6.577323086709239,6.0,156.0,6.0,4.421271149764342,4.0,2.0390897837913933,Yes,Yes
2025-04-10,4.9833242334485846,5.0,155.0,,5.3140884944173425,5.0,4.021064824552605,Yes,No
2025-04-11,5.622022080273703,4.0,138.0,106.0,7.0387719539204205,6.0,2.988871904014262,Yes,No
2025-04-12,5.493788849871898,3.0,120.0,53.0,4.351412566365515,1.0,3.051840114601594,No,No
,5.848303652343807,4.0,64.0,87.0,6.867890332203473,4.0,2.0540450456247505,Yes,
2025-04-14,6.947972668919828,,106.0,,5.976989344906485,,2.5429290186636138,No,Yes
2025-04-15,7.351322098804781,,,91.0,9.723222888009381,5.0,4.114307089322351,No,Yes
2025-04-16,9.325750739221116,7.0,,78.0,,7.0,1.6499076283557046,No,Yes
